address,block,name,is_erc20,major_quote_liquidity_usd,stable_quote_liquidity_usd,native_quote_liquidity_usd,v2_liquidity_usd,v3_liquidity_usd,pool_count,max_pool_liquidity_usd,factory_count,error,pools_json
0xdbb20a979a92cccce15229e41c9b082d5b5d7e31,19109652,peapodsfinance,1,8074.072266104264,8074.072266104264,0.0,8074.072266104264,0.0,1,8074.072266104264,1,,"[{""pool"": ""0x617ef52fe266cc3079835a334a99f00b6df4c052"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""DAI"", ""liquidity_usd"": 8074.072266104264}]"
0xddadf1bf44363d07e750c20219c2347ed7d826b9,19184577,pandora,1,37009.45069306931,0.0,37009.45069306931,37009.45069306931,0.0,1,37009.45069306931,1,,"[{""pool"": ""0x89cb997c36776d910cfba8948ce38613636cbc3c"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 37009.45069306931}]"
0xe77ec1bf3a5c95bfe3be7bdbacfe3ac1c7e454cd,19226507,miner,1,2497434.773755066,2.65873976833717,2497432.1150152977,0.0,2497434.773755066,2,2497432.1150152977,1,,"[{""pool"": ""0x732276168b421d4792e743711e1a48172ea574a2"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 10000, ""quote"": ""WETH"", ""liquidity_usd"": 2497432.1150152977}, {""pool"": ""0xa0e4cc33d456b8b98116081991deb93ff7ddd39f"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 10000, ""quote"": ""USDC"", ""liquidity_usd"": 2.65873976833717}]"
0xde59b88abefa5e6c8aa6d742eee0f887dab136ac,19277619,gain,1,37655.31753595251,0.0,37655.31753595251,37655.31753595251,0.0,1,37655.31753595251,1,,"[{""pool"": ""0x31d80ea33271891986d873b397d849a92ef49255"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 37655.31753595251}]"
0xb57e874082417b66877429481473cf9fcd8e0b8a,19277802,deeznutz404,1,343250.15453948214,0.0,343250.15453948214,343250.15453948214,0.0,1,343250.15453948214,1,,"[{""pool"": ""0x1fb4904b26de8c043959201a63b4b23c414251e2"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 343250.15453948214}]"
0xe5c6f5fef89b64f36bfccb063962820136bac42f,19570744,hoppyfrogerc,1,153543.87379068544,0.0,153543.87379068544,126615.1521751976,26928.721615487844,2,126615.1521751976,2,,"[{""pool"": ""0x53eef67f96ccb71fb1750df973fb9e8c82096759"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 126615.1521751976}, {""pool"": ""0xaa6f337f16e6658d9c9599c967d3126051b6c726"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 10000, ""quote"": ""WETH"", ""liquidity_usd"": 26928.721615487844}]"
0x56ff4afd909aa66a1530fe69bf94c74e6d44500c,20175261,apemaga,1,61815.13252646585,0.0,61815.13252646585,61815.13252646585,0.0,1,61815.13252646585,1,,"[{""pool"": ""0x85705829c2f71ee3c40a7c28f6903e7c797c9433"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 61815.13252646585}]"
0xe68c1d72340aeefe5be76eda63ae2f4bc7514110,20240538,defiplaza,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x09a80172ed7335660327cd664876b5df6fe06108,20468779,ompxcontract,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0xe3334e66634acf17b2b97ab560ec92d6861b25fa,20541639,zenterest,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
0x18775475f50557b96c63e8bbf7d75bfeb412082d,20869374,firetoken,1,47653.04878884,0.0,47653.04878884,47653.04878884,0.0,1,47653.04878884,1,,"[{""pool"": ""0xcc27779013a1cca68d3d93c640aac807891fd029"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 47653.04878884}]"
0xd1456d1b9ceb59abd4423a49d40942a9485ceef6,20905301,sashatoken,1,1516714.2007457116,0.0,1516714.2007457116,304356.1067842042,1212358.0939615073,3,1211869.5823967373,2,,"[{""pool"": ""0x5eac5992e8c7cc6b04bad2c5bbc00d101d4c8264"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 10000, ""quote"": ""WETH"", ""liquidity_usd"": 1211869.5823967373}, {""pool"": ""0xb23fc1241e1bc1a5542a438775809d38099838fe"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 304356.1067842042}, {""pool"": ""0x3be3c886b4b1b0dcf87ce31fea5fff21f8515e15"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 3000, ""quote"": ""WETH"", ""liquidity_usd"": 488.51156477}]"
0x280a8955a11fcd81d72ba1f99d265a48ce39ac2e,21184777,veth,1,3063439.7590259397,0.0,3063439.7590259397,0.0,3063439.7590259397,1,3063439.7590259397,1,,"[{""pool"": ""0x39aa9fa48fac66aeb4a2fbff0a91aa072c6bb4bd"", ""dex"": ""uniswap_v3"", ""kind"": ""v3"", ""fee"": 10000, ""quote"": ""WETH"", ""liquidity_usd"": 3063439.7590259397}]"
0x05641e33fd15baf819729df55500b07b82eb8e89,21529887,laura_token,1,110144.25863253666,0.0,110144.25863253666,110144.25863253666,0.0,1,110144.25863253666,1,,"[{""pool"": ""0xb292678438245ec863f9fea64affcea887144240"", ""dex"": ""uniswap_v2"", ""kind"": ""v2"", ""quote"": ""WETH"", ""liquidity_usd"": 110144.25863253666}]"
0x76ea342bc038d665e8a116392c82552d2605eda1,21992033,uni,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,[]
