address,label,bytecode_len,unique_byte_pairs,tx_count,unique_callers,avg_gas,token_transfer_count,distinct_tokens,total_tvl_usd,log_tvl,is_erc20,is_verified,was_traded
0xc54aaecf5fa1b6c007d019a9d14dfb4a77cc3039,1,15310.0,246.0,875.0,711.0,57589.722285714284,0.0,0.0,0.0,0.0,1,1,1
0x3de669c4f1f167a8afbc9993e4753b84b576426f,1,8459.0,247.0,11.0,7.0,37679.454545454544,103730.0,1.0,124183909.10149994,8.094065330085344,1,1,1
0xdb103fd28ca4b18115f5ce908baaeed7e0f1f101,1,7583.0,241.0,6.0,4.0,645936.5,3.0,1.0,20.438269999999996,1.3311897362554421,0,1,1
0xb38c2d2d6a168d41aa8eb4cead47e01badbdcf57,1,11017.0,253.0,3371.0,1837.0,50371.51142094334,22989.0,1.0,36631.818653031696,4.563870336037263,1,1,1
0xb192d4a737430aa61cea4ce9bfb6432f7d42592f,1,6801.0,248.0,164.0,123.0,45410.07317073171,0.0,0.0,0.0,0.0,1,1,1
0x1f415255f7e2a8546559a553e962de7bc60d7942,1,12507.0,240.0,9490.0,2162.0,45573.67639620653,157.0,1.0,8122.995564990692,3.909769677645054,1,1,1
0xc342774492b54ce5f8ac662113ed702fc1b34972,1,10895.0,240.0,59055.0,21279.0,37072.139886546436,0.0,0.0,0.0,0.0,1,1,1
0xcff086ead392ccb39c49ecda8c974ad5238452ac,1,23995.0,255.0,455.0,196.0,89404.8043956044,1.0,1.0,18.647998964040088,1.2933183265624741,1,1,1
0xe732a7bd6706cbd6834b300d7c56a8d2096723a7,1,14460.0,255.0,300.0,216.0,354261.3233333333,228.0,1.0,27011.291677539994,4.4315614305662185,0,1,1
0x746727fc8212ed49510a2cb81ab0486ee6954444,1,13652.0,251.0,410.0,391.0,54930.612195121954,1.0,1.0,15014.403599999998,4.176537010121225,1,1,1
0xb2b1dc3204ee8899d6575f419e72b53e370f6b20,1,22366.0,255.0,31.0,19.0,963249.8064516129,23.0,1.0,12737.604256840343,4.105121845836126,0,1,1
0xddc0cff76bcc0ee14c3e73af630c029fe020f907,1,12165.0,249.0,20.0,18.0,43232.65,1.0,1.0,50054.85,4.699454840541666,1,1,1
0xa5957e0e2565dc93880da7be32abcbdf55788888,1,16034.0,255.0,23064.0,12717.0,115108.38141692682,72902.0,3.0,17610132.884009536,7.24576265777679,1,1,1
0x4edda16ab4f4cc46b160abc42763ba63885862a4,1,24569.0,256.0,54.0,3.0,592600.8703703703,81.0,11.0,825001.8413894481,5.916455444304632,1,1,1
0xc748673057861a797275cd8a068abb95a902e8de,1,11178.0,250.0,2270849.0,992058.0,221535.37480695546,4877.0,44.0,97341006.04344068,7.988295834933448,1,1,1
0x8bc6ce23e5e2c4f0a96429e3c9d482d74171215e,1,21408.0,256.0,1303.0,870.0,54713.457405986184,75.0,1.0,4406.897446657051,3.6442314817445793,1,1,1
0x2ff960f1d9af1a6368c2866f79080c1e0b253997,1,5289.0,226.0,2.0,1.0,47130.0,0.0,0.0,0.0,0.0,1,1,1
0xadefb902cab716b8043c5231ae9a50b8b4ee7c4e,1,16784.0,250.0,2816.0,188.0,143139.05539772726,370.0,3.0,264094.27643496916,5.4217606335561355,1,1,1
0xde698b5bbb4a12ddf2261bbdf8e034af34399999,1,12035.0,253.0,733.0,564.0,49728.95225102319,1.0,1.0,86.29699999999997,1.9409993192401338,1,1,1
0x6fb2020c236bbd5a7ddeb07e14c9298642253333,1,2092.0,195.0,1008.0,687.0,66776.14880952382,115.0,1.0,38933.70073884008,4.59033684095666,0,1,1
0x2b45dd1d909c01aad96fa6b67108d691b432f351,1,15538.0,256.0,454.0,104.0,78732.19823788546,528.0,1.0,57677.8381662003,4.7610165037382455,0,1,1
0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,1,2141.0,198.0,205.0,90.0,193951.8536585366,0.0,0.0,0.0,0.0,0,1,1
0xc0afd0e40bb3dcaebd9451aa5c319b745bf792b4,1,22195.0,256.0,0.0,0.0,0.0,0.0,0.0,83599.93296998994,4.922211124107169,0,1,1
0x2b806e6d78d8111dd09c58943b9855910bade005,1,7097.0,242.0,391.0,152.0,52576.28644501279,0.0,0.0,0.0,0.0,1,1,1
0x34bd6dba456bc31c2b3393e499fa10bed32a9370,1,2141.0,198.0,506.0,259.0,278410.3972332016,177.0,1.0,31785.944070243982,4.502248777766176,0,1,1
0x061944c0f3c2d7dabafb50813efb05c4e0c952e1,1,12954.0,255.0,1626.0,270.0,281487.13837638375,98.0,1.0,62301.595316666666,4.794506138284058,0,1,1
0x700ee24c350739e323dcf6a50ae3e7a3329c86ae,1,11271.0,251.0,57.0,39.0,44065.912280701756,0.0,0.0,0.0,0.0,1,1,1
0xae191ca19f0f8e21d754c6cab99107ed62b6fe53,1,4684.0,241.0,20.0,5.0,72357.65,13.0,1.0,2325.899534,3.366777632632958,0,1,1
0xc6548caf18e20f88cc437a52b6d388b0d54d830d,1,11483.0,254.0,1446.0,653.0,94859.52420470263,28.0,1.0,1139.9484260737518,3.057266013587537,1,1,1
0x35f5cef517317694df8c50c894080caa8c92af7d,1,8011.0,253.0,137.0,60.0,82076.91240875912,69.0,1.0,411317.6895185634,5.614178443451246,1,1,1
0x449fea37d339a11efe1b181e5d5462464bba3752,1,11755.0,251.0,2983.0,826.0,50315.09285953738,1.0,1.0,3002.031275588333,3.4775598552574896,1,1,1
0x71e3056aa4985de9f5441f079e6c74454a3c95f0,1,4465.0,228.0,135.0,3.0,162707.06666666668,0.0,0.0,0.0,0.0,0,1,1
0x1bc016c00f8d603c41a582d5da745905b9d034e5,1,10897.0,256.0,47.0,45.0,502732.87234042556,47.0,1.0,10593.969025,4.025099691363827,0,1,1
0x12b3b6b1055b8ad1ae8f60a0b6c79a9825bcb4bc,1,11498.0,256.0,141.0,22.0,65701.41843971632,0.0,0.0,0.0,0.0,1,1,1
0xdca503449899d5649d32175a255a8835a03e4006,1,13327.0,255.0,1493.0,220.0,150969.503683858,1487.0,1.0,6573.58518,3.81786835644389,0,1,1
0x518281f34dbf5b76e6cdd3908a6972e8ec49e345,1,18765.0,254.0,1328.0,918.0,51608.37801204819,503.0,1.0,23751.833175365806,4.3757154185521845,1,1,1
0xe1747a23c44f445062078e3c528c9f4c28c50a51,1,10284.0,255.0,12274.0,6716.0,50977.70726739449,1532.0,2.0,894627.6968757829,5.9516428248615805,1,1,1
0x27539b1dee647b38e1b987c41c5336b1a8dce663,1,16002.0,256.0,492.0,108.0,159714.32113821138,5.0,1.0,45131.051360824466,4.654485073702718,0,1,1
0x17bd2e09fa4585c15749f40bb32a6e3db58522ba,1,24471.0,256.0,12708.0,2343.0,836864.039974819,1838.0,2.0,1106051.5858996655,6.043775775452536,1,1,1
0x67ca347e7b9387af4e81c36cca4eaf080dcb33e9,1,9730.0,252.0,14.0,5.0,41251.42857142857,0.0,0.0,0.0,0.0,1,1,1
0x1e813fa05739bf145c1f182cb950da7af046778d,1,10668.0,255.0,4432.0,449.0,103537.40094765343,2.0,1.0,1008.8770979585596,3.004268523360672,1,1,1
0xfadda925e10d07430f5d7461689fd90d3d81bb48,1,23340.0,255.0,618.0,73.0,485392.4498381877,1180.0,2.0,231869.07244044912,5.365244697699127,0,1,1
0x6666625ab26131b490e7015333f97306f05bf816,1,9722.0,250.0,4056.0,724.0,275315.29289940826,698.0,1.0,530211.6417018387,5.724450078274289,1,1,1
0xd4bbf439d3eab5155ca7c0537e583088fb4cfce8,1,20612.0,254.0,12669.0,2349.0,589291.8797063698,8762.0,1.0,535180598.2159152,8.728500361474659,1,1,1
0x3da4828640ad831f3301a4597821cc3461b06678,1,5165.0,240.0,18.0,9.0,102035.44444444444,0.0,0.0,0.0,0.0,1,1,1
0x84be9475051a08ee5364fba44de7fe83a5ecc4f1,1,23543.0,254.0,4683.0,232.0,247995.4287849669,1461.0,3.0,362849.9163005311,5.559728224134557,0,1,1
0x9601313572ecd84b6b42dbc3e47bc54f8177558e,1,13537.0,254.0,2924.0,1185.0,49890.99384404925,1.0,1.0,89.63374999999999,1.957289949435894,1,1,1
0x844fa82f1e54824655470970f7004dd90546bb28,1,10587.0,252.0,112284.0,27795.0,42092.80838765986,9.0,3.0,1948.2470481742287,3.289866885223037,1,1,1
0x42e2773508e2ae8ff9434bea599812e28449e2cd,1,10155.0,255.0,399.0,108.0,128865.23308270676,1387.0,1.0,57339.91214001507,4.75846459712502,0,1,1
0x88b3eb62e363d9f153beab49c5c2ef2e785a375a,1,14981.0,246.0,0.0,0.0,0.0,38.0,1.0,2368.20209217617,3.3746021074823975,1,1,1
0xd511096a73292a7419a94354d4c1c73e8a3cd851,1,2227.0,209.0,3.0,1.0,103085.66666666667,0.0,0.0,0.0,0.0,0,1,1
0x13b1f2e227ca6f8e08ac80368fd637f5084f10a5,1,17632.0,255.0,18.0,9.0,48180.555555555555,0.0,0.0,0.0,0.0,1,1,1
0x80a0d7a6fd2a22982ce282933b384568e5c852bf,1,16759.0,254.0,7.0,4.0,100784.71428571429,3.0,3.0,38.795961121774276,1.5998389979145649,0,1,1
0x37e42b961ae37883bac2fc29207a5f88efa5db66,1,16669.0,255.0,435.0,291.0,115800.27816091954,127.0,1.0,271.8456466058413,2.4359170287801737,1,1,1
0x1befe6f3f0e8edd2d4d15cae97baee01e51ea4a4,1,2399.0,202.0,981.0,961.0,367780.07033639145,1043.0,1.0,3464270.11956409,6.539611873276895,0,1,1
0x4fb9657ac5d311dd54b37a75cfb873b127eb21fd,1,12871.0,253.0,10.0,9.0,389908.8,8.0,1.0,3209.9508115836184,3.5066336526791058,1,1,1
0x0fc91b6fea2e7a827a8c99c91101ed36c638521b,1,10307.0,254.0,608.0,398.0,273911.7105263158,396.0,1.0,150679.56149999998,5.178057229900603,0,1,1
0x977087422c008233615b572fbc3f209ed300063a,1,2104.0,212.0,1629.0,601.0,78218.69613259668,2.0,1.0,3974483.333333332,6.599280789416287,0,1,1
0x2607118d363789f841d952f02e359bfa483955f9,1,14981.0,246.0,0.0,0.0,0.0,53.0,1.0,250976.69874959489,5.399635132874329,1,1,1
0xe1e1aa58983f6b8ee8e4ecd206cea6578f036c21,1,9594.0,245.0,41644.0,13390.0,42227.104600902894,29084.0,9.0,13071587.660740314,7.116328372941291,1,1,1
0x3612e4cb34617bcac849add27366d8d85c102efd,1,11143.0,254.0,1103.0,300.0,175464.15321849502,162.0,1.0,52876.38485690953,4.723269968219298,1,1,1
0x109ea28dbdea5e6ec126fbc8c33845dfe812a300,1,10132.0,251.0,14.0,1.0,32025.0,264.0,3.0,122538.64899943159,5.0882766320116986,0,1,1
0xd74f28c6e0e2c09881ef2d9445f158833c174775,1,21177.0,255.0,1346.0,555.0,121936.68053491828,134.0,1.0,13998.797052855694,4.146121740002257,1,1,1
0xd8791f0c10b831b605c5d48959eb763b266940b9,1,20664.0,256.0,12.0,11.0,5110192.166666667,14.0,2.0,37803.986691438906,4.577549089512756,0,1,1
0x1962b3356122d6a56f978e112d14f5e23a25037d,1,20373.0,255.0,100.0,81.0,347668.24,79.0,2.0,21945.146006630825,4.341358264213161,0,1,1
0x7dda132dd57b773a94e27c5caa97834a73510429,1,11271.0,251.0,63.0,40.0,43300.49206349206,0.0,0.0,0.0,0.0,1,1,1
0x57db19127617b77c8abd9420b5a35502b59870d6,1,12456.0,250.0,1008.0,114.0,227047.87698412698,317.0,1.0,211681.43832880532,5.325684829425843,0,1,1
0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,1,14981.0,246.0,0.0,0.0,0.0,3.0,1.0,1108.974998109143,3.0453131965294284,1,1,1
0x7057f3b0f4d0649b428f0d8378a8a0e7d21d36a7,1,14332.0,254.0,25076.0,6273.0,262504.3496570426,3.0,1.0,52.11816594813007,1.7252430713984122,1,1,1
0x443195aa3a4357242a7427fc8ce5f20c1e71fcb1,1,19207.0,256.0,36.0,8.0,84424.69444444444,0.0,0.0,0.0,0.0,1,1,1
0x6bc9b4976ba6f8c9574326375204ee469993d038,1,20816.0,256.0,11034.0,3865.0,329961.85218415805,1.0,1.0,3.1553166666666668,0.6186041259168851,1,1,1
0x5dfc7f3ebbb9cbfe89bc3fb70f750ee229a59f8c,1,19669.0,255.0,16798.0,3717.0,156601.99565424456,7.0,2.0,1032.5920754009314,3.0143491709075487,1,1,1
0xca11bde05977b3631167028862be2a173976ca11,1,3808.0,205.0,178468.0,22316.0,587890.8270278145,14306.0,13.0,5643319.616941276,6.751534724771708,0,1,1
0x9a1aef8c9ada4224ad774afdac07c24955c92a54,1,5166.0,215.0,15.0,7.0,46562.73333333333,0.0,0.0,0.0,0.0,1,1,1
0x4e87880a72f6896e7e0a635a5838ffc89b13bd17,1,9303.0,251.0,2346.0,1005.0,56349.38491048593,170.0,1.0,9990.998767098692,3.9996523717789825,1,1,1
0xd3d4b46db01c006fb165879f343fc13174a1ceeb,1,9222.0,249.0,51.0,30.0,66180.6862745098,1.0,1.0,2004.5808333333332,3.3022401705625732,1,1,1
0x02d841b976298dcd37ed6cc59f75d9dd39a3690c,1,9985.0,250.0,1183.0,185.0,251014.5147928994,526.0,1.0,237320.12353216656,5.3753363957191205,0,1,1
0xbf5baea5113e9eb7009a6680747f2c7569dfc2d6,1,3620.0,219.0,4288.0,668.0,1440317.5928171643,0.0,0.0,0.0,0.0,0,1,1
0x32b166e082993af6598a89397e82e123ca44e74e,1,6410.0,239.0,1552.0,1166.0,44490.113402061856,1.0,1.0,343.1439233175601,2.5367401054517127,1,1,1
0x633e538ecf0bee1a18c2edfe10c4da0d6e71e77b,1,1581.0,190.0,1369.0,433.0,534577.5646457268,1365.0,3.0,55443.31188653215,4.743856997861124,0,1,1
0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,1,14457.0,247.0,381.0,244.0,44035.09973753281,0.0,0.0,0.0,0.0,1,1,1
0x664201579057f50d23820d20558f4b61bd80bdda,1,13962.0,255.0,99.0,47.0,357427.69696969696,41.0,1.0,7343.552621329942,3.8659653467559383,1,1,1
0xe8a290c6fc6fa6c0b79c9cfae1878d195aeb59af,1,15426.0,254.0,500.0,58.0,107514.148,12.0,1.0,19090.37722,4.280837258800801,1,1,1
0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,1,1089.0,150.0,1309.0,667.0,241531.98319327732,0.0,0.0,0.0,0.0,0,1,1
0x10bc28d2810dd462e16facff18f78783e859351b,1,18501.0,256.0,10685.0,149.0,189709.41703322413,11.0,1.0,12678.573062487325,4.103104630538818,1,1,1
0xef1f39d8391cddcaee62b8b383cb992f46a6ce4f,1,8715.0,251.0,11130.0,6384.0,137794.97187780772,980.0,2.0,453263.47122689337,5.656351678567125,1,1,1
0x09762e00ce0de8211f7002f70759447b1f2b1892,1,9917.0,255.0,567.0,212.0,159783.3192239859,308.0,1.0,32826.62063195171,4.516239405913571,1,1,1
0x8b7218cf6ac641382d7c723de8aa173e98a80196,1,7974.0,238.0,1936.0,1520.0,52950.81714876033,3.0,1.0,2867.4942742249086,3.457653987328096,1,1,1
0xe48b75dc1b131fd3a8364b0580f76efd04cf6e9c,1,17620.0,255.0,58.0,15.0,45524.98275862069,0.0,0.0,0.0,0.0,1,1,1
0x489afbaed0ea796712c9a6d366c16ca3876d8184,1,10278.0,234.0,474.0,143.0,273829.3080168776,0.0,0.0,0.0,0.0,1,1,1
0xc6cb12df4520b7bf83f64c79c585b8462e18b6aa,1,8839.0,246.0,5340.0,2606.0,47743.448127340824,0.0,0.0,0.0,0.0,1,1,1
0xa943ea143cd7e79806d670f4a7cf08f8922a454f,1,14770.0,253.0,10.0,1.0,2281927.7,0.0,0.0,0.0,0.0,0,1,1
0x493361d6164093936c86dcb35ad03b4c0d032076,1,13095.0,256.0,20871.0,1721.0,147631.1146567007,4.0,1.0,226.57602441452948,2.3571265063480866,1,1,1
0xa7b5eabc3ee82c585f5f4ccc26b81c3bd62ff3a9,1,2844.0,215.0,609.0,98.0,73248.85221674877,0.0,0.0,0.0,0.0,0,1,1
0x21125d94cfe886e7179c8d2fe8c1ea8d57c73e0e,1,23127.0,256.0,3237.0,1406.0,918078.2428174235,41783.0,2.0,16846508813.79879,10.226509913541934,0,1,1
0x2287c04a15bb11ad1358ba5702c1c95e2d13a5e0,1,18353.0,256.0,4933.0,4234.0,46302.90654773971,2421.0,2.0,31835.117811831147,4.502920103170722,1,1,1
0x6bbef6df8db12667ae88519090984e4f871e5feb,1,16486.0,254.0,270.0,68.0,228110.42592592593,58.0,1.0,10891.426593281045,4.0371246418012365,0,1,1
0xbe779d420b7d573c08eee226b9958737b6218888,1,4360.0,226.0,4372.0,71.0,48808.1340347667,2045.0,2.0,46595.01057383703,4.668348735146306,1,1,1
0x595eac4a0ce9b7175a99094680fbe55a774b5464,1,16279.0,255.0,641.0,94.0,333732.42901716067,0.0,0.0,0.0,0.0,1,1,1
0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,1,13863.0,241.0,678423.0,26281.0,220166.96660048378,114261.0,12.0,1118334209.3314865,9.048571610359396,0,1,1
0x21ab8943380b752306abf4d49c203b011a89266b,1,12183.0,254.0,46.0,28.0,370941.652173913,37.0,1.0,59007.139184466694,4.770911919423609,0,1,1
0x564d4126af2b195ffaa7fb470ed658b1d9d07a54,1,5676.0,236.0,25742.0,912.0,116928.2977235646,2464.0,2.0,5332821.830524502,6.72695715559293,1,1,1
0x9d6d817ea5d4a69ff4c4509bea8f9b2534cec108,1,4639.0,216.0,124.0,65.0,99233.4758064516,0.0,0.0,0.0,0.0,0,1,1
0x8a6f7834a9d60090668f5db33fec353a7fb4704b,1,15319.0,255.0,669.0,109.0,287612.76083707024,119.0,3.0,29712.618057292122,4.472955536578119,0,1,1
0x94e06c77b02ade8341489ab9a23451f68c13ec1c,1,11911.0,248.0,50540.0,3066.0,152644.61367233875,3.0,2.0,656.8726639100482,2.8181418408588486,1,1,1
0x80121da952a74c06adc1d7f85a237089b57af347,1,13314.0,253.0,1025.0,503.0,67024.1356097561,319.0,1.0,10677.8142717157,4.028523033231955,1,1,1
0x27dd6e51bf715cfc0e2fe96af26fc9ded89e4be8,1,20321.0,256.0,2737.0,363.0,614175.1684325904,0.0,0.0,0.0,0.0,1,1,1
0x99855380e5f48db0a6babeae312b80885a816dce,1,13331.0,250.0,45592.0,72.0,96272.88772153009,4797.0,1.0,12915369.280883905,7.111106861817071,0,1,1
0xdbead75d3610209a093af1d46d5296bbeffd53f5,1,14981.0,246.0,1.0,1.0,46871.0,297.0,1.0,7211.253490632281,3.858070982560642,1,1,1
0xf887a2dac0dd432997c970bce597a94ead4a8c25,1,6904.0,253.0,12.0,3.0,81782.41666666667,0.0,0.0,0.0,0.0,1,1,1
0x3aa2b9de4ce397d93e11699c3f07b769b210bbd5,1,8043.0,252.0,503.0,281.0,181261.22465208746,0.0,0.0,0.0,0.0,0,1,1
0xae975a25646e6eb859615d0a147b909c13d31fed,1,15208.0,252.0,816.0,485.0,62142.591911764706,3481.0,1.0,589636.8679871367,5.770585367201311,1,1,1
0x1ac5fac863c0a026e029b173f2ae4d33938ab473,1,17132.0,256.0,4346.0,460.0,98934.34422457432,3.0,2.0,62.251057733333326,1.8010677925183538,1,1,1
0x2b9bda587ee04fe51c5431709afbafb295f94bb4,1,2112.0,200.0,92.0,2.0,2427452.815217391,228.0,4.0,23244.025491063156,4.3663300267773115,0,1,1
0xa2b8a15a07385ea933088c6bcbb38b84c1051a58,1,16095.0,256.0,5631.0,2639.0,52963.694903214346,17028.0,3.0,197912.02623354294,5.296474379528125,1,1,1
0xeccd8b08ac3b587b7175d40fb9c60a20990f8d21,1,24510.0,248.0,4823.0,690.0,90573.85071532242,0.0,0.0,0.0,0.0,1,1,1
0xa608985f5b40cdf6862bec775207f84280a91e3a,1,12120.0,252.0,83.0,5.0,28806.349397590362,0.0,0.0,0.0,0.0,1,1,1
0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,1,5103.0,232.0,992.0,192.0,51719.1310483871,0.0,0.0,0.0,0.0,1,1,1
0x7bacb1c805cbbf7c4f74556a4b34fde7793d0887,1,2197.0,200.0,229.0,158.0,137618.52401746725,16.0,10.0,13965.658939956667,4.145092527983976,0,1,1
0xb7d0a1adafa3e9e8d8e244c20b6277bee17a09b6,1,15424.0,256.0,324.0,187.0,297606.4012345679,105.0,1.0,102360.84772083336,5.01013811668095,0,1,1
0xf3f1abae8bfeca054b330c379794a7bf84988228,1,8638.0,243.0,8.0,4.0,56771.5,0.0,0.0,0.0,0.0,1,1,1
0x5e5e28029ef37fc97ffb763c4ac1f532bbd4c7a2,1,1497.0,191.0,115.0,11.0,121733.98260869565,0.0,0.0,0.0,0.0,0,1,1
0xb4e47c13db187d54839cd1e08422af57e5348fc1,1,2965.0,200.0,19.0,7.0,355770.8947368421,18.0,1.0,251.53991795650043,2.4023300350409675,0,1,1
0x570ce7b89c67200721406525e1848bca6ff5a6f3,1,18814.0,253.0,1.0,1.0,47239.0,0.0,0.0,0.0,0.0,1,1,1
0x8bfaa473a899439d8e07bf86a8c6ce5de42fe54b,1,11806.0,249.0,133060.0,7997.0,169614.56982564257,1.0,1.0,1016.26,3.007431967803743,0,1,1
0x4726010da871f4b57b5031e3ea48bde961f122aa,1,12922.0,255.0,11402.0,1617.0,80048.0672689002,3188.0,1.0,625006.2728327716,5.795885070996497,0,1,1
0x31bfa137c76561ef848c2af9ca301b60451caac0,1,19779.0,255.0,1236.0,1058.0,64321.95064724919,48.0,1.0,14100.987012428039,4.1492803103670175,1,1,1
0x2c25aee99ed08a61e7407a5674bc2d1a72b5d8e3,1,2403.0,180.0,4.0,1.0,117022.0,4.0,1.0,8.054977000000001,0.9568873515263037,0,1,1
0xc321ac21a07b3d593b269acdace69c3762ca2dd0,1,9335.0,253.0,3089.0,943.0,508634.51052120427,979.0,2.0,266571.63392717455,5.425815563140683,1,1,1
0x70678291bddfd95498d1214be368e19e882f7614,1,4525.0,215.0,949.0,48.0,482821.9947312961,0.0,0.0,0.0,0.0,0,1,1
0x6844ef18012a383c14e9a76a93602616ee9d6132,1,4030.0,232.0,136.0,18.0,55598.81617647059,0.0,0.0,0.0,0.0,1,1,1
0xb5a0ce3acd6ec557d39afdcbc93b07a1e1a9e3fa,1,8887.0,249.0,889.0,810.0,56808.0303712036,0.0,0.0,0.0,0.0,1,1,1
0xea51801b8f5b88543ddad3d1727400c15b209d8f,1,23659.0,255.0,2804.0,2003.0,64136.090584878744,45.0,2.0,228530.31490241498,5.358945718443082,1,1,1
0xb040d88e61ea79a1289507d56938a6ad9955349c,1,9973.0,256.0,31.0,14.0,229819.2258064516,7.0,1.0,549.80805,2.7410002787980883,0,1,1
0xd672b766d66662f5c6fd798a999e1193a7945451,1,6860.0,246.0,4900.0,201.0,101788.81918367346,0.0,0.0,0.0,0.0,0,1,1
0xb75ca3c3e99747d0e2f6e75a9fbd17f5ac03cebe,1,20735.0,255.0,1614.0,1083.0,380155.06505576207,52.0,2.0,5101.256466666665,3.70776228478313,1,1,1
0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,1,2112.0,200.0,50.0,21.0,386790.72,42.0,2.0,11978.351824845524,4.078433320014195,0,1,1
0xa3f5ea945c4970f48e322f1e70f4cc08e70039ee,1,8499.0,248.0,2761.0,650.0,386483.593625498,0.0,0.0,0.0,0.0,0,1,1
0xeaf83465025b4bf9020fdf9ea5fb6e71dc8a0779,1,19184.0,252.0,1003.0,568.0,351386.81355932204,48.0,1.0,9901.545849994998,3.9957468619174032,0,1,1
0xf51cbf9f8e089ca48e454eb79731037a405972ce,1,8515.0,246.0,5.0,3.0,46447.0,0.0,0.0,0.0,0.0,1,1,1
0xc98e183d2e975f0567115cb13af893f0e3c0d0bd,1,8075.0,248.0,210.0,119.0,99841.56190476191,0.0,0.0,0.0,0.0,1,1,1
0x80df77b2ae5828ff499a735ee823d6cd7cf95f5a,1,12385.0,249.0,2891.0,744.0,215900.40608785886,1166.0,1.0,867130.9156912455,5.938085171177267,0,1,1
0x810f4c6ae97bcc66da5ae6383cc31bd3670f6d13,1,11861.0,255.0,4762.0,3452.0,62702.90130197396,8.0,2.0,1185.769629854248,3.0743664239310546,1,1,1
