address,chain,contract_name,verified,is_erc20,erc20_funcs
0xc310e760778ecbca4c65b6c559874757a4c4ece0,mainnet,BatchSwap,True,False,0
0x109ea28dbdea5e6ec126fbc8c33845dfe812a300,bsc,HunnyMinter,True,False,0
0x5c9f1a9ced41ccc5dcecda5afc317b72f1e49636,bsc,SwapMining,True,False,0
0xbb02a884621fb8f5bfd263a67f58b65df5b090f3,mainnet,CauldronMediumRiskV1,True,False,0
0x46ba8a59f4863bd20a066fd985b163235425b5f9,bsc,WDOGE,True,True,3
0xb5a0ce3acd6ec557d39afdcbc93b07a1e1a9e3fa,bsc,OceanLife,True,True,3
0x31a4f372aa891b46ba44dc64be1d8947c889e9c6,mainnet,Shoco,True,True,3
0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,bsc,FIREDRAKE,True,True,3
0x6b7a87899490ece95443e979ca9485cbe7e71522,mainnet,AnyswapV4Router,True,False,0
0x2d0e64b6bf13660a4c0de42a0b88144a7c10991f,mainnet,TomInu,True,True,3
0x245a551ee0f55005e510b239c917fa34b41b3461,mainnet,Staking,True,False,1
0x8f9036732b9aa9b82d8f35e54b71faeb2f573e2f,mainnet,DaoModule,True,False,0
0xe968d2e4adc89609773571301abec3399d163c3b,bsc,TokenVault,True,True,3
0x16d0a151297a0393915239373897bcc955882110,bsc,BankrollNetworkStack,True,True,3
0x4622aff8e521a444c9301da0efd05f6b482221b8,mainnet,BMIZapper,True,False,0
0xadefb902cab716b8043c5231ae9a50b8b4ee7c4e,bsc,BankrollNetworkStack,True,True,3
0xc9fa8f4cfd11559b50c5c7f6672b9eea2757e1bd,mainnet,QUATERNION,True,True,3
0xd45740ab9ec920bedbd9bab2e863519e59731941,mainnet,TransparentUpgradeableProxy,True,False,0
0xe2fe530c047f2d85298b07d9333c05737f1435fb,mainnet,AdminUpgradeabilityProxy,True,False,0
0x8bfaa473a899439d8e07bf86a8c6ce5de42fe54b,bsc,LockedDeal,True,False,0
0xe1e1aa58983f6b8ee8e4ecd206cea6578f036c21,bsc,SurgeToken,True,True,3
0xa79fe386b88fbee6e492eeb76ec48517d1ec759a,bsc,WUSDMaster,True,False,0
0x4c4564a1fe775d97297f9e3dc2e762e0ed5dda0e,mainnet,DutchAuction,True,False,0
0xe56842ed550ff2794f010738554db45e60730371,bsc,Binemon,True,True,3
0xc9f27a50f82571c1c8423a42970613b8dbda14ef,mainnet,RewardsHypervisor,True,False,0
0x2320a28f52334d62622cc2eafa15de55f9987ed9,mainnet,Revest,True,False,0
0xe68c1d72340aeefe5be76eda63ae2f4bc7514110,mainnet,DeFiPlaza,True,True,3
0xc36a7887786389405ea8da0b87602ae3902b88a1,mainnet,TransparentUpgradeableProxy,True,False,0
0x17bd2e09fa4585c15749f40bb32a6e3db58522ba,bsc,EthernalFinanceII,True,True,3
0xd3c41c85be295607e8ea5c58487ec5894300ee67,mainnet,PointFarm,True,False,1
0x418c24191ae947a78c99fdc0e45a1f96afb254be,mainnet,Token,True,True,3
0xf887a2dac0dd432997c970bce597a94ead4a8c25,bsc,LP,True,True,3
0x1a7981d87e3b6a95c1516eb820e223fe979896b3,mainnet,MultiChainCapital,True,True,3
0x3f2d1bc6d02522dbcdb216b2e75edddafe04b16f,mainnet,Unitroller,True,False,0
0xeda47e13fd1192e32226753dc2261c4a14908fb7,mainnet,HODLCapital,True,True,3
0x20e5e35ba29dc3b540a1aee781d0814d5c77bce6,mainnet,TransparentUpgradeableProxy,True,False,0
0x42981d0bfbaf196529376ee702f2a9eb9092fcb5,bsc,TransparentUpgradeableProxy,True,False,0
0x9210f1204b5a24742eba12f710636d76240df3d0,mainnet,AaveLinearPool,True,True,3
0x633fa755a83b015cccdc451f82c57ea0bd32b4b4,bsc,ParaProxy,True,False,0
0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,bsc,TransparentUpgradeableProxy,True,False,0
0x824dcd7b044d60df2e89b1bb888e66d8bcf41491,mainnet,MetaSwap,True,False,0
0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,mainnet,HegicPUT,True,False,1
0x6fb2020c236bbd5a7ddeb07e14c9298642253333,bsc,TransparentUpgradeableProxy,True,False,0
0x79a7d3559d73ea032120a69e59223d4375deb595,mainnet,TheNFTV2,True,False,2
0x94e06c77b02ade8341489ab9a23451f68c13ec1c,bsc,Token,True,True,3
0xd2933c86216dc0c938ffafeca3c8a2d6e633e2ca,mainnet,AaveBoost,True,False,0
0xd55f01b4b51b7f48912cd8ca3cdd8070a1a9dba5,bsc,SimplePriceOracle,True,False,0
0x518281f34dbf5b76e6cdd3908a6972e8ec49e345,bsc,StarlinkCoin,True,True,3
0x759c6de5bca9ade8a1a2719a31553c4b7de02539,mainnet,FloorStaking,True,False,0
0x439cac149b935ae1d726569800972e1669d17094,mainnet,IdolMain,True,False,2
0x0c6c80d2061afa35e160f3799411d83bdeea0a5a,mainnet,ERC1967Proxy,True,False,0
0xe1747a23c44f445062078e3c528c9f4c28c50a51,bsc,Token,True,True,3
0xca11bde05977b3631167028862be2a173976ca11,bsc,Multicall3,True,False,0
0xb3fb1d01b07a706736ca175f827e4f56021b85de,mainnet,StakingRewards,True,False,2
0x1e813fa05739bf145c1f182cb950da7af046778d,bsc,LPC,True,True,3
0x025c6da5bd0e6a5dd1350fda9e3b6a614b205a1f,mainnet,AirdropGrapesToken,True,False,0
0x1befe6f3f0e8edd2d4d15cae97baee01e51ea4a4,bsc,LiquidityMigrationV2,True,False,0
0x5dfc7f3ebbb9cbfe89bc3fb70f750ee229a59f8c,bsc,BBOXToken,True,True,3
0x8b7218cf6ac641382d7c723de8aa173e98a80196,bsc,CFToken,True,True,3
0xe7748fce1d1e2f2fd2dddb5074bd074745dda8ea,bsc,YEED,True,True,3
0x5d94309e5a0090b165fa4181519701637b6daeba,mainnet,UpgradeBeaconProxy,True,False,0
0xf42c318dbfbaab0eee040279c6a2588fa01a961d,mainnet,AkuAuction,True,False,0
0xe48b75dc1b131fd3a8364b0580f76efd04cf6e9c,bsc,ROIToken,True,True,3
0xa8987285e100a8b557f06a7889f79e0064b359f2,bsc,TransparentUpgradeableProxy,True,False,0
0xa2b8a15a07385ea933088c6bcbb38b84c1051a58,bsc,LaEeb,True,True,3
0xe39fd820b58f83205db1d9225f28105971c3d309,mainnet,EFLeverVault,True,False,0
0xe732a7bd6706cbd6834b300d7c56a8d2096723a7,bsc,ETHpledge,True,False,2
0xd2869042e12a3506100af1d192b5b04d65137941,mainnet,StaxLPStaking,True,False,2
0x39360ac1239a0b98cb8076d4135d0f72b7fd9909,mainnet,XNFT,True,False,0
0x6666625ab26131b490e7015333f97306f05bf816,bsc,sDAO,True,True,3
0x9d6d817ea5d4a69ff4c4509bea8f9b2534cec108,bsc,Staking,True,False,0
0x70678291bddfd95498d1214be368e19e882f7614,bsc,AurumNodePool,True,False,0
0x6bc9b4976ba6f8c9574326375204ee469993d038,bsc,SEAMAN,True,True,3
0xe85a08cf316f695ebe7c13736c8cc38a7cc3e944,mainnet,FlippazOne,True,False,2
0x2287c04a15bb11ad1358ba5702c1c95e2d13a5e0,bsc,SpaceGodzilla,True,True,3
0xf2919d1d80aff2940274014bef534f7791906ff2,mainnet,JAY,True,True,3
0xe613c058701c768e0d04d1bf8e6a6dc1a0c6d48a,bsc,TransparentUpgradeableProxy,True,False,0
0xeccd8b08ac3b587b7175d40fb9c60a20990f8d21,bsc,BEP20TokenA,True,True,3
0xfeafe253802b77456b4627f8c2306a9cebb5d681,bsc,DPPOracle,True,False,0
0xde59b88abefa5e6c8aa6d742eee0f887dab136ac,mainnet,GAIN,True,True,3
0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,bsc,ANCHToken,True,True,3
0x335ddce3f07b0bdafc03f56c1b30d3b269366666,bsc,RLLpIncentive,True,False,0
0x34bd6dba456bc31c2b3393e499fa10bed32a9370,bsc,TransparentUpgradeableProxy,True,False,0
0x4e87880a72f6896e7e0a635a5838ffc89b13bd17,bsc,MBC,True,True,3
0x1292267f726e6f313972ec4e14578735473e1649,bsc,EtnProduct,True,False,1
0x65f11b2de17c4af7a8f70858d6ccb63aac215697,bsc,Token,True,True,3
0x5f360c6b7b25dfbfa4f10039ea0f7ecfb9b02e60,mainnet,InitializableImmutableAdminUpgradeabilityProxy,True,False,0
0x9c87a5726e98f2f404cdd8ac8968e9b2c80c0967,mainnet,luckytiger,True,False,2
0x3335a88bb18fd3b6824b59af62b50ce494143333,mainnet,RubicProxy,True,False,0
0x7e6c2522fee4e74a0182b9c6159048361bc3260a,bsc,Bridge,True,False,0
0x10bc28d2810dd462e16facff18f78783e859351b,bsc,ShadowFi,True,True,3
0x443195aa3a4357242a7427fc8ce5f20c1e71fcb1,bsc,BananaSwapToken,True,True,3
0xb84cbaf116eb90fd445dd5aeadfab3e807d2cbac,mainnet,Bad_Guys_by_RPF,True,False,2
0x32b166e082993af6598a89397e82e123ca44e74e,bsc,token,True,True,3
0x179aad597399b9ae078acfe2b746c09117799ca0,bsc,Pool,True,False,0
0x2321537fd8ef4644bacdceec54e5f35bf44311fa,mainnet,n00dToken,True,True,3
0xb75ca3c3e99747d0e2f6e75a9fbd17f5ac03cebe,bsc,DPC,True,True,3
0x4ae2cd1f5b8806a973953b76f9ce6d5fab9cdcfd,mainnet,EHIVE,True,True,3
0x007fe7c498a2cf30971ad8f2cbc36bd14ac51156,mainnet,BondFixedExpiryTeller,True,False,0
0x29b2525e11bc0b0e9e59f705f318601ea6756645,bsc,PLTD,True,True,3
0x02d841b976298dcd37ed6cc59f75d9dd39a3690c,bsc,UEarnPool,True,False,0
0x2409af0251dcb89ee3dee572629291f9b087c668,mainnet,InitializableImmutableAdminUpgradeabilityProxy,True,False,0
0x27539b1dee647b38e1b987c41c5336b1a8dce663,bsc,TokenStakingPoolDelegate,True,False,0
0xcff086ead392ccb39c49ecda8c974ad5238452ac,bsc,token,True,True,3
0x50ce56a3239671ab62f185704caedf626352741e,mainnet,UniswapAnchoredView,True,False,0
0xae191ca19f0f8e21d754c6cab99107ed62b6fe53,bsc,House_Wallet,True,False,0
0xbf5baea5113e9eb7009a6680747f2c7569dfc2d6,bsc,TransparentUpgradeableProxy,True,False,0
0xea51801b8f5b88543ddad3d1727400c15b209d8f,bsc,INUKO,True,True,3
0x9cb928bf50ed220ac8f703bce35be5ce7f56c99c,bsc,ATK,True,True,3
0xbdb515028a6fa6cd1634b5a9651184494abfd336,mainnet,TransparentUpgradeableProxy,True,False,0
0xc6548caf18e20f88cc437a52b6d388b0d54d830d,bsc,VTF,True,True,3
0x449fea37d339a11efe1b181e5d5462464bba3752,bsc,BRAToken,True,True,3
0x46161158b1947d9149e066d6d31af1283b2d377c,mainnet,Curve,True,True,3
0xe9bc03ef08e991a99f1bd095a8590499931dcc30,bsc,MintableAutoCompundRelockBonus,True,False,0
0xae975a25646e6eb859615d0a147b909c13d31fed,bsc,UniverseGoldMountain,True,True,3
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,mainnet,LiFiDiamond,True,False,0
0xcb3b879ab11f825885d5add8bf3672596d35197c,mainnet,Silo,True,False,0
0xd248b30a3207a766d318c7a87f5cf334a439446d,mainnet,Zapper,True,False,0
0x4726010da871f4b57b5031e3ea48bde961f122aa,bsc,SheepFarm,True,False,0
0x4726010da871f4b57b5031e3ea48bde961f122aa,bsc,SheepFarm,True,False,0
0x863e572b215fd67c855d973f870266cf827aea5e,mainnet,EFVault,True,True,3
0x8a6f7834a9d60090668f5db33fec353a7fb4704b,bsc,LendingPool,True,False,0
0x3aa2b9de4ce397d93e11699c3f07b769b210bbd5,bsc,StakingRewardFixedAPY,True,False,2
0xb4e47c13db187d54839cd1e08422af57e5348fc1,bsc,LpMigration,True,False,0
0xe65e970f065643ba80e5822edff483a1d75263e3,bsc,Liquidator,True,False,0
0xe445654f3797c5ee36406dbe88fbaa0dfbddb2bb,bsc,ERC1967Proxy,True,False,0
0x9f72dc67cec672bb99e3d02cbea0a21536a2b657,mainnet,InitializableImmutableAdminUpgradeabilityProxy,True,False,0
0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,mainnet,ParaProxy,True,False,0
0x26f1457f067bf26881f311833391b52ca871a4b5,bsc,RFB,True,True,3
0xc1bb12560468fb255a8e8431bdf883cc4cb3d278,bsc,GDSToken,True,True,3
0xddc0cff76bcc0ee14c3e73af630c029fe020f907,bsc,AEST,True,True,3
0x2b806e6d78d8111dd09c58943b9855910bade005,bsc,DFS,True,True,3
0xfd11aba71c06061f446ade4eec057179f19c23c4,mainnet,Pool,True,False,0
0xa88800cd213da5ae406ce248380802bd53b47647,mainnet,Settlement,True,False,0
0xa3f5ea945c4970f48e322f1e70f4cc08e70039ee,bsc,SNKMiner,True,False,2
0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,mainnet,FarmingLPToken,True,True,3
0x2405913d54fc46eeaf3fb092bfb099f46803872f,mainnet,ERC721LendingPool02,True,False,0
0x64f291de10ecd36d5f7b64aaebc70943cface28e,bsc,EAC,True,True,3
0xa5564a2d1190a141cac438c9fde686ac48a18a79,mainnet,ZeroXStargateLPSwapper,True,False,0
0x7259e152103756e1616a77ae982353c3751a6a90,mainnet,CauldronV4,True,False,0
0xa7b5eabc3ee82c585f5f4ccc26b81c3bd62ff3a9,bsc,StakingDYNA,True,False,0
0x2c25aee99ed08a61e7407a5674bc2d1a72b5d8e3,bsc,AxiomaPresale,True,False,0
0x531110418d8591c92e9cbbfc722db8ffb604fafd,mainnet,V3Utils,True,False,0
0x5e5e28029ef37fc97ffb763c4ac1f532bbd4c7a2,bsc,Unitroller,True,False,0
0x4306b12f8e824ce1fa9604bbd88f2ad4f0fe3c54,mainnet,Uwerx,True,True,3
0xde62e1b0edaa55aac5ffbe21984d321706418024,mainnet,DexibleProxy,True,False,0
0x977087422c008233615b572fbc3f209ed300063a,bsc,TransparentUpgradeableProxy,True,False,0
0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,bsc,TransparentUpgradeableProxy,True,False,0
0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,mainnet,CErc20Delegator,True,True,3
0xb1da08c472567eb0ec19639b1822f578d39f3333,bsc,Utopia,True,True,3
0xf10bc5be84640236c71173d1809038af4ee19002,mainnet,NFTLiquidation,True,False,0
0x7bacb1c805cbbf7c4f74556a4b34fde7793d0887,bsc,RewardVaultDelegator,True,False,0
0xd3d4b46db01c006fb165879f343fc13174a1ceeb,bsc,DxBurnToken,True,True,3
0xf573748637e0576387289f1914627d716927f90f,bsc,RoulettePotV2,True,False,0
0x5abde8b434133c98c36f4b21476791d95d888bf5,bsc,NeverFallToken,True,True,3
0xf436f8fe7b26d87eb74e5446acec2e8ad4075e47,bsc,OPBorrowingDelegator,True,False,0
0x84be9475051a08ee5364fba44de7fe83a5ecc4f1,bsc,miner,True,False,0
0x028c911c10c9e346158206991e02d09bd0a8a35b,bsc,SmartNode,True,False,0
0x57db19127617b77c8abd9420b5a35502b59870d6,bsc,SellToken,True,False,0
0x044b75f554b886a065b9567891e45c79542d7357,mainnet,RouteProcessor2,True,False,0
0x6b869795937dd2b6f4e03d5a0ffd07a8ad8c095b,bsc,TransparentUpgradeableProxy,True,False,0
0x8ce2f9286f50fbe2464bfd881fab8effc8dc584f,mainnet,SwaposV2Pair,True,True,3
0x7b8c378df8650373d82ceb1085a18fe34031784f,bsc,GGGTOKEN,True,True,3
0x9a1aef8c9ada4224ad774afdac07c24955c92a54,bsc,cERC20,True,True,3
0x274b3e185c9c8f4ddef79cb9a8dc0d94f73a7675,bsc,StakingRewards,True,False,0
0xeaf83465025b4bf9020fdf9ea5fb6e71dc8a0779,bsc,StakingRewards,True,False,0
0x7b190a928aa76eece5cb3e0f6b3bdb24fcdd9b4f,mainnet,TransparentUpgradeableProxy,True,False,0
0x8ebd6c7d2b79ca4dc5fbdec239a8bb0f214212b8,mainnet,HATEStaking,True,False,0
0x8bc6ce23e5e2c4f0a96429e3c9d482d74171215e,bsc,CS,True,True,3
0xdca503449899d5649d32175a255a8835a03e4006,bsc,Pool,True,False,0
0x80121da952a74c06adc1d7f85a237089b57af347,bsc,GoldCoin,True,True,3
0xf3f1abae8bfeca054b330c379794a7bf84988228,bsc,FatherPepeInu,True,True,3
0xdd9b223aec6ea56567a62f21ff89585ff125632c,bsc,CFC,True,True,3
0x700ee24c350739e323dcf6a50ae3e7a3329c86ae,bsc,BOBO_BOY,True,True,3
0xb3a636ac4c271e6cd962cad98eae9cf71f5a49c8,bsc,Marketplace,True,False,0
0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,bsc,StakedV3,True,False,1
0x85018cf6f53c8bbd03c3137e71f4fca226cda92c,mainnet,ApeStaking,True,False,0
0x6e799758cee75dae3d84e09d40dc416ecf713652,mainnet,TransparentUpgradeableProxy,True,False,0
0xf7ef0d57277ad6c2babf87ab64ba61abdd2590d2,mainnet,VINU,True,True,3
0xdb103fd28ca4b18115f5ce908baaeed7e0f1f101,bsc,MultiSender,True,False,0
0xf075c5c7ba59208c0b9c41afccd1f60da9ec9c37,bsc,SUTTokenSale,True,False,0
0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,mainnet,ConicPoolV2,True,False,0
0x2033b54b6789a963a02bfcbd40a46816770f1161,mainnet,UniswapV2Pair,True,True,3
0xdec12a1dcbc1f741ccd02dfd862ab226f6383003,bsc,Loan,True,False,0
0x1f006f43f57c45ceb3659e543352b4fae4662df7,mainnet,TransparentUpgradeableProxy,True,False,0
0xed56784bc8f2c036f6b0d8e04cb83c253e4a6a94,bsc,BambooAI,True,True,3
0x384b9fb6e42dab87f3023d87ea1575499a69998e,bsc,FortuneWheel,True,False,0
0x1f415255f7e2a8546559a553e962de7bc60d7942,bsc,AiWGPTToken,True,True,3
0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,bsc,ShidoLock,True,False,0
0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,bsc,ShidoLock,True,False,0
0xfadda925e10d07430f5d7461689fd90d3d81bb48,bsc,Router,True,False,0
0x2b9bda587ee04fe51c5431709afbafb295f94bb4,bsc,TransparentUpgradeableProxy,True,False,0
0x839b0afd0a0528ea184448e890cbaaffd99c1dbf,bsc,V3Migrator,True,False,0
0xbb787d6243a8d450659e09ea6fd82f1c859691e9,mainnet,ConicEthPool,True,False,0
0xbb787d6243a8d450659e09ea6fd82f1c859691e9,mainnet,ConicEthPool,True,False,0
0x800cfd4a2ba8ce93ea2cc814fce26c3635169017,mainnet,USDTStakingContract28,True,False,0
0xd990094a611c3de34664dd3664ebf979a1230fc1,bsc,TransparentUpgradeableProxy,True,False,0
0x48afbbd342f64ef8a9ab1c143719b63c2ad81710,mainnet,TransparentUpgradeableProxy,True,False,0
0xb47955b5b7eaf49c815ebc389850eb576c460092,bsc,APE2,True,True,3
0x493361d6164093936c86dcb35ad03b4c0d032076,bsc,VistaFinance,True,True,3
0x53fbcada1201a465740f2d64ecdf6fac425f9030,mainnet,InitializableImmutableAdminUpgradeabilityProxy,True,False,0
0x84524baa1951247b3a2617a843e6ece915bb9674,mainnet,WiseLending,True,False,0
0x05999eb831ae28ca920ce645a5164fbdb1d74fe9,mainnet,Staking,True,False,0
0x69422c7f237d70fcd55c218568a67d00dc4ea068,mainnet,QWAStaking,True,False,0
0xd672b766d66662f5c6fd798a999e1193a7945451,bsc,WECOStaking,True,False,0
0x37e42b961ae37883bac2fc29207a5f88efa5db66,bsc,GSS,True,True,3
0x0fdfcfc398ccc90124a0a41d920d6e2d0bd8ccf5,bsc,CoinToken,True,True,3
0x595eac4a0ce9b7175a99094680fbe55a774b5464,bsc,BFCToken,True,True,3
0x9ab6b21cdf116f611110b048987e58894786c244,mainnet,InterestRatePositionManager,True,True,3
0xb000f121a173d7dd638bb080fee669a2f3af9760,bsc,SesameCloudToken,True,True,3
0xc98e183d2e975f0567115cb13af893f0e3c0d0bd,bsc,Split,True,True,3
0xa62f9c5af106feee069f38de51098d9d81b90572,mainnet,StoneVault,True,False,0
0x12b3b6b1055b8ad1ae8f60a0b6c79a9825bcb4bc,bsc,ZS,True,True,3
0xe4764f9cd8ecc9659d3abf35259638b20ac536e4,mainnet,ParticleExchange,True,False,0
0xcc61cc9f2632314c9d452aca79104ddf680952b5,bsc,BH,True,True,3
0xbaa87546cf87b5de1b0b52353a86792d40b8ba70,mainnet,ERC1967Proxy,True,False,0
0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,mainnet,ERC1967Proxy,True,False,0
0x47ddb6a433b76117a98fbeab5320d8b67d468e31,mainnet,OwnedUpgradeabilityXBridgeProxy,True,False,0
0x5fdbcd61bc9bd4b6d3fd1f49a5d253165ea11750,mainnet,OErc20Delegator,True,True,3
0xd74f28c6e0e2c09881ef2d9445f158833c174775,bsc,T3913,True,True,3
0x8390a1da07e376ef7add4be859ba74fb83aa02d5,mainnet,GROK,True,True,3
0x13b1f2e227ca6f8e08ac80368fd637f5084f10a5,bsc,Token,True,True,3
0x40c31236b228935b0329eff066b1ad96e319595e,mainnet,L1ChugSplashProxy,True,False,0
0x570ce7b89c67200721406525e1848bca6ff5a6f3,bsc,CoinToken,True,True,3
0xbc452fdc8f851d7c5b72e1fe74dfb63bb793d511,mainnet,ClaimCampaigns,True,False,0
0x5813d7818c9d8f29a9a96b00031ef576e892def4,bsc,PancakePair,True,True,3
0x6844ef18012a383c14e9a76a93602616ee9d6132,bsc,AISPACE,True,True,3
0x4826e896e39dc96a8504588d21e9d44750435e2d,bsc,FiberRouter,True,False,0
0xcd6ca2f0d0c182c5049d9a1f65cde51a706ae142,mainnet,LidoLevEthStrategy,True,False,0
